id,magnitude,color_index,size,ellipticity,label
obj_0043438,15.91,0.82,0.57,0.25,elliptical
obj_0043439,16.06,0.76,2.74,0.11,spiral
obj_0043440,16.13,0.3,2.74,0.12,spiral
obj_0043441,15.91,0.36,2.66,0.11,spiral
obj_0043442,14.98,0.83,2.62,0.21,elliptical
obj_0043443,14.2,0.75,1.82,0.0,spiral
obj_0043444,16.21,0.51,1.39,0.3,spiral
obj_0043445,15.25,0.47,2.45,0.1,spiral
obj_0043446,16.79,0.63,1.61,0.38,elliptical
obj_0043447,16.11,0.19,3.51,0.02,spiral
obj_0043448,16.02,0.13,1.91,0.06,spiral
obj_0043449,17.48,0.99,2.54,0.23,spiral
obj_0043450,13.89,0.36,1.43,0.04,elliptical
obj_0043451,18.65,0.56,1.88,0.1,spiral
obj_0043452,12.72,0.5,2.33,0.38,spiral
obj_0043453,18.18,0.26,1.61,0.22,spiral
obj_0043454,16.3,0.64,2.09,0.05,elliptical
obj_0043455,15.21,0.73,1.87,0.5,spiral
obj_0043456,13.79,0.68,3.24,0.04,spiral
obj_0043457,15.1,1.11,2.04,0.13,spiral
obj_0043458,15.75,0.22,2.83,0.06,spiral
obj_0043459,16.29,0.55,2.74,0.11,spiral
obj_0043460,18.17,0.18,3.13,0.17,elliptical
obj_0043461,16.11,0.48,3.71,0.29,spiral
obj_0043462,16.48,0.33,2.24,0.3,elliptical
obj_0043463,16.53,1.05,3.24,0.03,spiral
obj_0043464,15.51,0.42,1.83,0.05,spiral
obj_0043465,15.71,0.36,0.57,0.1,elliptical
obj_0043466,15.84,0.64,1.57,0.49,elliptical
obj_0043467,16.94,0.49,3.09,0.26,spiral
obj_0043468,14.63,0.72,2.91,0.07,elliptical
obj_0043469,15.24,0.58,0.64,0.24,spiral
obj_0043470,16.53,0.63,3.28,0.1,elliptical
obj_0043471,14.39,0.79,2.37,0.07,elliptical
obj_0043472,16.17,0.36,2.78,0.07,spiral
obj_0043473,15.18,0.75,1.46,0.59,elliptical
obj_0043474,16.76,0.78,3.06,0.13,spiral
obj_0043475,18.06,0.57,3.95,0.23,elliptical
obj_0043476,15.18,0.87,3.01,0.01,elliptical
obj_0043477,17.14,0.77,1.98,0.2,elliptical
obj_0043478,16.3,0.36,2.65,0.16,spiral
obj_0043479,15.42,-0.12,3.15,0.23,spiral
obj_0043480,16.01,0.65,2.38,0.36,spiral
obj_0043481,17.95,0.76,2.19,0.26,spiral
obj_0043482,15.74,0.58,1.73,0.08,elliptical
obj_0043483,17.96,0.78,1.05,0.41,elliptical
obj_0043484,15.82,0.69,2.23,0.09,spiral
obj_0043485,13.88,0.32,3.54,0.28,spiral
obj_0043486,15.78,0.16,2.97,0.15,spiral
obj_0043487,13.76,0.34,3.17,0.33,elliptical
obj_0043488,15.52,0.68,3.36,0.26,elliptical
obj_0043489,15.47,0.89,2.18,0.02,spiral
obj_0043490,18.73,0.45,3.07,0.15,spiral
obj_0043491,18.41,0.22,3.46,0.02,spiral
obj_0043492,16.13,0.0,0.81,0.25,spiral
obj_0043493,17.82,1.03,2.6,0.14,elliptical
obj_0043494,15.4,0.41,1.87,0.1,spiral
obj_0043495,13.86,1.06,2.74,0.01,elliptical
obj_0043496,16.79,1.15,2.62,0.2,spiral
obj_0043497,16.54,0.81,1.93,0.12,elliptical
obj_0043498,14.59,0.37,3.01,0.16,elliptical
obj_0043499,14.66,0.3,3.15,0.06,elliptical
obj_0043500,17.41,0.31,1.7,0.24,elliptical
obj_0043501,13.47,0.8,3.34,0.07,spiral
obj_0043502,16.84,0.5,2.85,0.09,spiral
obj_0043503,15.53,1.15,2.46,0.11,elliptical
obj_0043504,16.84,0.57,3.36,0.02,spiral
obj_0043505,17.48,0.89,3.23,0.08,spiral
obj_0043506,14.69,0.54,3.38,0.18,spiral
obj_0043507,14.29,1.09,3.56,0.15,elliptical
obj_0043508,18.2,0.34,2.0,0.07,elliptical
obj_0043509,15.91,0.67,3.08,0.11,spiral
obj_0043510,16.49,0.62,4.7,0.28,spiral
obj_0043511,17.37,1.11,2.57,0.1,spiral
obj_0043512,14.56,0.43,0.79,0.41,spiral
obj_0043513,17.35,0.82,3.29,0.17,spiral
obj_0043514,16.96,0.95,3.08,0.2,elliptical
obj_0043515,18.21,0.27,2.48,0.29,elliptical
obj_0043516,18.18,0.72,3.01,0.36,elliptical
obj_0043517,16.1,0.06,1.67,0.07,elliptical
obj_0043518,17.13,0.8,1.06,0.05,spiral
obj_0043519,16.07,0.53,2.49,0.13,elliptical
obj_0043520,16.22,0.94,2.77,0.0,spiral
obj_0043521,14.31,0.86,2.51,0.15,spiral
obj_0043522,15.66,0.28,2.4,0.43,elliptical
obj_0043523,13.31,1.12,0.91,0.56,elliptical
obj_0043524,15.79,0.49,2.47,0.04,spiral
obj_0043525,17.98,0.22,2.52,0.01,elliptical
obj_0043526,17.17,0.3,2.74,0.05,spiral
obj_0043527,16.17,0.76,1.34,0.24,spiral
obj_0043528,15.7,1.2,3.33,0.05,spiral
obj_0043529,15.19,0.48,3.27,0.29,spiral
obj_0043530,14.62,0.77,2.16,0.55,elliptical
obj_0043531,17.23,0.84,3.93,0.27,spiral
obj_0043532,13.7,0.87,2.22,0.26,spiral
obj_0043533,13.66,0.34,3.14,0.14,spiral
obj_0043534,17.36,1.1,1.52,0.2,spiral
obj_0043535,16.31,0.83,1.69,0.24,spiral
obj_0043536,16.07,0.54,2.33,0.03,elliptical
obj_0043537,16.31,0.26,3.57,0.39,spiral
obj_0043538,19.02,0.12,2.72,0.04,spiral
obj_0043539,16.08,0.55,3.13,0.02,elliptical
obj_0043540,16.44,0.91,2.32,0.38,elliptical
obj_0043541,19.09,0.2,2.87,0.19,spiral
obj_0043542,15.9,0.53,3.63,0.3,elliptical
obj_0043543,18.59,0.39,2.05,0.09,elliptical
obj_0043544,12.84,0.16,3.72,0.09,spiral
obj_0043545,14.26,0.62,2.19,0.37,elliptical
obj_0043546,15.0,0.94,2.17,0.19,spiral
obj_0043547,16.88,0.62,1.96,0.11,spiral
obj_0043548,18.66,0.3,2.48,0.27,spiral
obj_0043549,15.11,0.97,2.18,0.18,elliptical
obj_0043550,17.47,0.23,2.45,0.23,spiral
obj_0043551,19.36,0.74,1.36,0.17,elliptical
obj_0043552,18.35,0.34,2.73,0.27,elliptical
obj_0043553,15.39,0.65,2.61,0.03,spiral
obj_0043554,17.3,1.14,3.36,0.05,elliptical
obj_0043555,16.51,0.18,2.86,0.04,spiral
obj_0043556,15.01,0.31,2.44,0.24,spiral
obj_0043557,16.64,0.5,1.44,0.08,spiral
obj_0043558,15.29,0.49,2.77,0.29,elliptical
obj_0043559,16.19,0.39,2.49,0.1,elliptical
obj_0043560,13.93,0.69,2.39,0.01,elliptical
obj_0043561,13.36,0.78,3.02,0.13,elliptical
obj_0043562,15.57,0.78,3.4,0.26,spiral
obj_0043563,16.48,0.87,3.4,0.08,spiral
obj_0043564,14.31,0.57,3.19,0.22,elliptical
obj_0043565,16.79,1.01,2.44,0.19,elliptical
obj_0043566,16.06,0.63,1.38,0.53,elliptical
obj_0043567,16.98,0.1,2.11,0.56,elliptical
obj_0043568,17.42,0.48,1.89,0.28,elliptical
obj_0043569,18.02,0.5,2.93,0.19,spiral
obj_0043570,16.9,0.2,2.6,0.25,spiral
obj_0043571,15.56,0.83,3.95,0.05,spiral
obj_0043572,16.28,0.57,3.43,0.25,spiral
obj_0043573,19.49,-0.08,2.96,0.1,spiral
obj_0043574,17.48,-0.05,1.69,0.18,elliptical
obj_0043575,16.11,0.05,1.88,0.09,elliptical
obj_0043576,15.77,0.61,1.43,0.03,elliptical
obj_0043577,15.1,0.79,2.78,0.09,elliptical
obj_0043578,14.22,0.69,1.5,0.21,spiral
obj_0043579,18.56,0.65,2.9,0.14,spiral
obj_0043580,16.72,0.28,1.42,0.33,spiral
obj_0043581,14.1,0.11,3.32,0.07,elliptical
obj_0043582,15.81,1.17,1.32,0.11,spiral
obj_0043583,17.91,0.61,1.16,0.1,spiral
obj_0043584,15.33,0.63,2.3,0.25,elliptical
obj_0043585,14.78,0.85,3.32,0.03,spiral
obj_0043586,16.54,0.69,2.06,0.14,spiral
obj_0043587,16.99,0.65,1.17,0.13,elliptical
obj_0043588,15.33,0.79,2.09,0.02,spiral
obj_0043589,15.1,0.83,2.84,0.5,spiral
obj_0043590,16.69,0.78,2.01,0.03,elliptical
obj_0043591,14.31,0.22,0.9,0.04,spiral
obj_0043592,15.19,0.76,1.73,0.05,spiral
obj_0043593,15.82,0.72,3.09,0.21,elliptical
obj_0043594,17.11,0.76,3.94,0.42,elliptical
obj_0043595,15.36,0.37,2.2,0.07,elliptical
obj_0043596,16.84,0.34,2.02,0.25,elliptical
obj_0043597,17.75,0.2,1.97,0.27,elliptical
obj_0043598,15.24,0.64,2.25,0.1,spiral
obj_0043599,20.83,0.46,3.27,0.1,elliptical
obj_0043600,18.13,0.66,3.23,0.21,spiral
obj_0043601,16.41,0.67,3.3,0.43,elliptical
obj_0043602,15.73,0.71,3.23,0.41,spiral
obj_0043603,15.17,0.64,1.65,0.15,spiral
obj_0043604,18.49,0.52,1.74,0.47,elliptical
obj_0043605,16.32,0.46,3.74,0.13,spiral
obj_0043606,13.84,0.71,1.08,0.34,spiral
obj_0043607,13.43,0.55,2.42,0.39,spiral
obj_0043608,16.17,0.24,1.59,0.1,elliptical
obj_0043609,16.2,1.24,2.19,0.38,spiral
obj_0043610,14.62,0.59,2.0,0.29,elliptical
obj_0043611,13.73,0.22,1.53,0.39,spiral
obj_0043612,13.06,0.21,2.4,0.44,elliptical
obj_0043613,14.86,0.22,2.96,0.1,spiral
obj_0043614,15.46,0.27,2.57,0.01,elliptical
obj_0043615,17.04,0.88,2.42,0.36,elliptical
obj_0043616,15.8,0.94,3.08,0.14,elliptical
obj_0043617,17.6,0.56,2.66,0.01,spiral
obj_0043618,16.91,0.75,2.18,0.22,elliptical
obj_0043619,16.77,0.74,3.47,0.22,elliptical
obj_0043620,17.47,0.49,2.23,0.17,spiral
obj_0043621,13.92,1.03,3.91,0.22,spiral
obj_0043622,15.2,0.23,2.43,0.13,spiral
obj_0043623,19.6,0.74,3.45,0.16,spiral
obj_0043624,13.14,0.79,1.54,0.48,elliptical
obj_0043625,15.55,0.38,2.65,0.08,spiral
obj_0043626,16.71,0.96,2.47,0.14,elliptical
obj_0043627,13.18,0.29,3.23,0.2,spiral
obj_0043628,14.87,0.65,1.51,0.2,spiral
obj_0043629,18.99,0.55,3.79,0.05,spiral
obj_0043630,16.26,0.23,2.17,0.4,elliptical
obj_0043631,15.14,0.87,2.52,0.02,elliptical
obj_0043632,16.32,0.66,3.0,0.06,elliptical
obj_0043633,15.14,0.88,0.71,0.14,elliptical
obj_0043634,18.57,0.13,2.99,0.37,elliptical
obj_0043635,14.51,0.5,3.38,0.1,elliptical
obj_0043636,15.22,0.49,2.48,0.35,elliptical
obj_0043637,13.76,0.72,3.19,0.01,spiral
obj_0043638,15.56,0.49,2.9,0.39,elliptical
obj_0043639,15.74,0.14,3.25,0.11,spiral
obj_0043640,17.79,0.5,2.62,0.03,spiral
obj_0043641,14.47,0.84,3.26,0.04,spiral
obj_0043642,16.73,0.72,2.29,0.06,elliptical
obj_0043643,16.13,0.85,2.66,0.1,elliptical
obj_0043644,13.16,0.14,3.0,0.03,elliptical
obj_0043645,14.91,0.35,1.23,0.01,spiral
obj_0043646,14.85,0.29,2.82,0.31,elliptical
obj_0043647,18.52,0.41,2.46,0.02,elliptical
obj_0043648,16.82,1.05,2.74,0.21,spiral
obj_0043649,16.22,0.42,2.06,0.06,elliptical
obj_0043650,9.56,0.3,0.96,0.11,spiral
obj_0043651,13.14,0.44,2.46,0.1,spiral
obj_0043652,17.09,0.26,2.87,0.02,spiral
obj_0043653,17.17,0.1,2.19,0.1,spiral
obj_0043654,14.89,0.65,2.86,0.03,elliptical
obj_0043655,16.04,0.78,1.67,0.02,spiral
obj_0043656,15.94,0.49,1.85,0.27,spiral
obj_0043657,16.25,0.9,2.79,0.12,elliptical
obj_0043658,15.44,0.18,2.6,0.09,spiral
obj_0043659,17.22,0.35,2.67,0.23,spiral
obj_0043660,17.66,0.45,2.3,0.13,elliptical
obj_0043661,14.56,0.92,1.38,0.11,spiral
obj_0043662,14.21,0.55,2.97,0.01,elliptical
obj_0043663,14.81,0.94,2.16,0.25,spiral
obj_0043664,16.07,0.34,0.39,0.22,spiral
obj_0043665,16.53,-0.02,2.19,0.18,spiral
obj_0043666,17.18,0.31,3.18,0.12,spiral
obj_0043667,17.46,0.71,1.36,0.01,spiral
obj_0043668,16.54,0.41,1.55,0.1,spiral
obj_0043669,16.34,0.45,2.8,0.39,spiral
obj_0043670,18.47,0.23,2.98,0.23,elliptical
obj_0043671,16.01,0.52,3.22,0.15,elliptical
obj_0043672,16.89,1.29,2.47,0.04,elliptical
obj_0043673,16.48,0.08,1.61,0.19,elliptical
obj_0043674,15.74,0.51,1.76,0.09,elliptical
obj_0043675,15.75,0.58,3.85,0.2,spiral
obj_0043676,17.98,0.38,2.98,0.23,elliptical
obj_0043677,15.86,0.01,3.71,0.04,elliptical
obj_0043678,15.47,0.83,2.26,0.06,spiral
obj_0043679,14.89,0.41,1.53,0.06,spiral
obj_0043680,16.63,0.41,2.58,0.17,elliptical
obj_0043681,15.23,0.78,1.87,0.04,spiral
obj_0043682,16.5,0.37,3.12,0.26,elliptical
obj_0043683,16.27,0.54,4.72,0.12,spiral
obj_0043684,15.36,0.69,2.48,0.2,elliptical
obj_0043685,13.91,1.02,2.86,0.04,spiral
obj_0043686,14.46,0.61,1.7,0.06,spiral
obj_0043687,14.69,0.75,1.63,0.05,spiral
obj_0043688,14.49,-0.08,2.27,0.02,spiral
obj_0043689,16.68,0.95,3.8,0.27,spiral
obj_0043690,19.19,0.42,2.76,0.25,elliptical
obj_0043691,15.23,0.95,2.5,0.21,spiral
obj_0043692,15.42,0.6,2.58,0.15,spiral
obj_0043693,15.12,0.57,1.4,0.13,spiral
obj_0043694,17.29,0.45,3.41,0.17,elliptical
obj_0043695,16.64,0.55,3.15,0.15,spiral
obj_0043696,15.98,0.76,1.78,0.01,spiral
obj_0043697,14.18,0.55,2.61,0.07,spiral
obj_0043698,14.55,0.57,2.32,0.01,elliptical
obj_0043699,16.26,0.62,3.2,0.11,elliptical
obj_0043700,16.33,0.29,4.35,0.05,spiral
obj_0043701,15.98,0.57,2.05,0.03,spiral
obj_0043702,17.0,0.73,2.95,0.06,elliptical
obj_0043703,14.17,0.23,2.99,0.33,spiral
obj_0043704,16.46,0.33,2.36,0.04,spiral
obj_0043705,16.37,0.65,2.07,0.09,spiral
obj_0043706,14.56,0.9,2.85,0.29,elliptical
obj_0043707,15.09,-0.03,2.23,0.1,spiral
obj_0043708,17.04,1.08,2.68,0.13,spiral
obj_0043709,14.29,1.24,3.46,0.22,spiral
obj_0043710,19.7,0.96,1.79,0.08,spiral
obj_0043711,16.83,0.38,2.04,0.53,spiral
obj_0043712,15.91,0.95,2.89,0.46,spiral
obj_0043713,15.62,0.59,2.69,0.13,spiral
obj_0043714,17.18,0.54,2.2,0.08,spiral
obj_0043715,15.38,0.5,2.79,0.19,spiral
obj_0043716,15.44,0.56,3.76,0.16,elliptical
obj_0043717,18.18,0.52,3.05,0.13,spiral
obj_0043718,15.29,0.5,2.54,0.01,elliptical
obj_0043719,16.2,0.95,2.79,0.02,spiral
obj_0043720,14.86,0.79,1.1,0.04,elliptical
obj_0043721,16.39,0.71,1.94,0.2,elliptical
obj_0043722,16.87,0.46,3.04,0.01,spiral
obj_0043723,18.52,0.69,2.81,0.16,spiral
obj_0043724,14.59,0.29,2.9,0.01,spiral
obj_0043725,13.83,1.01,2.63,0.12,elliptical
obj_0043726,15.6,0.88,2.17,0.36,elliptical
obj_0043727,15.07,0.8,3.72,0.03,elliptical
obj_0043728,15.98,0.09,3.01,0.15,spiral
obj_0043729,16.78,0.5,2.35,0.15,elliptical
obj_0043730,19.4,0.51,4.86,0.07,spiral
obj_0043731,15.32,0.6,2.79,0.55,spiral
obj_0043732,12.68,0.71,3.8,0.27,spiral
obj_0043733,15.64,0.15,2.23,0.1,spiral
obj_0043734,16.53,0.89,4.19,0.07,elliptical
obj_0043735,14.55,0.84,2.9,0.05,elliptical
obj_0043736,16.35,1.04,2.83,0.12,elliptical
obj_0043737,16.21,0.41,2.85,0.12,elliptical
obj_0043738,16.39,0.72,2.29,0.18,elliptical
obj_0043739,17.19,0.97,4.15,0.21,spiral
obj_0043740,15.88,0.42,3.79,0.24,elliptical
obj_0043741,16.82,0.47,0.33,0.01,spiral
obj_0043742,13.3,0.1,3.15,0.02,elliptical
obj_0043743,14.56,0.33,2.26,0.14,spiral
obj_0043744,15.49,-0.23,1.55,0.07,spiral
obj_0043745,14.49,0.4,1.37,0.12,spiral
obj_0043746,16.01,0.63,3.53,0.04,elliptical
obj_0043747,15.48,0.21,2.37,0.3,spiral
obj_0043748,15.32,0.85,1.61,0.0,spiral
obj_0043749,17.33,0.5,1.25,0.52,spiral
obj_0043750,16.13,0.58,1.1,0.1,spiral
obj_0043751,14.37,0.93,2.38,0.39,elliptical
obj_0043752,15.1,0.7,2.8,0.29,spiral
obj_0043753,17.13,0.49,2.3,0.07,elliptical
obj_0043754,16.3,0.49,1.55,0.06,spiral
obj_0043755,17.79,0.3,2.8,0.25,spiral
obj_0043756,17.27,0.69,3.04,0.08,elliptical
obj_0043757,15.42,0.01,0.82,0.01,spiral
obj_0043758,18.15,0.39,2.68,0.14,spiral
obj_0043759,18.28,0.3,2.1,0.43,elliptical
obj_0043760,13.32,0.41,2.67,0.49,spiral
obj_0043761,16.05,0.43,2.54,0.4,spiral
obj_0043762,15.18,0.47,2.86,0.05,spiral
obj_0043763,15.61,0.19,1.65,0.64,spiral
obj_0043764,14.78,0.81,3.08,0.08,spiral
obj_0043765,14.59,0.18,3.28,0.39,spiral
obj_0043766,17.35,0.83,2.69,0.35,spiral
obj_0043767,14.25,0.17,1.47,0.01,spiral
obj_0043768,16.14,-0.08,2.33,0.1,spiral
obj_0043769,13.98,1.35,2.99,0.07,elliptical
obj_0043770,17.9,0.87,2.43,0.06,spiral
obj_0043771,16.05,0.44,1.77,0.19,spiral
obj_0043772,17.12,1.14,1.51,0.02,spiral
obj_0043773,16.29,0.5,2.52,0.17,spiral
obj_0043774,15.62,0.95,3.21,0.75,spiral
obj_0043775,16.1,0.61,1.56,0.41,spiral
obj_0043776,18.26,0.05,2.84,0.07,elliptical
obj_0043777,14.65,0.64,2.6,0.02,elliptical
obj_0043778,12.18,0.28,1.79,0.22,spiral
obj_0043779,14.82,0.58,2.56,0.22,spiral
obj_0043780,14.19,0.88,2.48,0.16,elliptical
obj_0043781,17.45,0.36,2.61,0.07,elliptical
obj_0043782,15.74,0.87,1.37,0.37,elliptical
obj_0043783,17.24,0.77,1.54,0.21,spiral
obj_0043784,16.05,0.55,4.3,0.18,spiral
obj_0043785,16.01,0.03,3.31,0.16,spiral
obj_0043786,16.25,0.16,2.07,0.46,spiral
obj_0043787,18.22,0.96,1.95,0.02,spiral
obj_0043788,16.28,0.26,2.25,0.15,elliptical
obj_0043789,17.66,0.41,3.36,0.56,elliptical
obj_0043790,17.57,0.85,2.45,0.01,spiral
obj_0043791,15.76,0.61,2.59,0.02,spiral
obj_0043792,15.89,0.53,2.64,0.16,elliptical
obj_0043793,15.43,0.86,2.06,0.13,elliptical
obj_0043794,17.92,0.64,3.47,0.43,spiral
obj_0043795,14.59,0.75,2.08,0.08,spiral
obj_0043796,14.92,0.27,1.69,0.68,spiral
obj_0043797,15.59,0.94,3.11,0.06,spiral
obj_0043798,14.28,0.5,2.41,0.18,spiral
obj_0043799,15.11,0.71,3.54,0.02,spiral
obj_0043800,17.7,0.37,2.14,0.13,elliptical
obj_0043801,16.98,0.73,2.05,0.16,spiral
obj_0043802,15.37,0.66,1.66,0.22,spiral
obj_0043803,17.2,0.56,2.8,0.06,elliptical
obj_0043804,19.12,0.88,3.25,0.01,elliptical
obj_0043805,16.47,0.77,1.63,0.1,elliptical
obj_0043806,18.13,1.03,2.89,0.18,spiral
obj_0043807,17.28,0.45,2.96,0.08,elliptical
obj_0043808,15.56,0.9,2.4,0.12,spiral
obj_0043809,16.3,0.86,2.44,0.34,elliptical
obj_0043810,16.79,0.23,2.81,0.26,spiral
obj_0043811,14.88,0.35,2.53,0.23,elliptical
obj_0043812,12.09,0.53,1.9,0.03,elliptical
obj_0043813,14.75,0.89,1.28,0.17,spiral
obj_0043814,12.76,0.78,3.62,0.05,elliptical
obj_0043815,14.87,0.89,2.42,0.46,elliptical
obj_0043816,13.44,0.47,2.74,0.09,spiral
obj_0043817,17.32,0.47,2.22,0.66,spiral
obj_0043818,14.23,0.77,2.38,0.07,spiral
obj_0043819,16.82,0.51,2.69,0.21,spiral
obj_0043820,17.15,0.49,1.71,0.02,spiral
obj_0043821,17.05,0.42,2.28,0.02,spiral
obj_0043822,13.2,0.8,2.92,0.14,spiral
obj_0043823,17.68,0.78,1.65,0.07,elliptical
obj_0043824,16.63,1.14,2.81,0.14,elliptical
obj_0043825,17.21,0.4,3.02,0.01,spiral
obj_0043826,18.74,0.7,3.15,0.03,spiral
obj_0043827,17.19,0.79,2.85,0.38,elliptical
obj_0043828,14.23,0.41,3.62,0.13,elliptical
obj_0043829,16.98,0.69,1.96,0.2,elliptical
obj_0043830,13.74,0.41,1.84,0.24,spiral
obj_0043831,15.91,0.95,2.86,0.01,spiral
obj_0043832,15.25,0.55,2.13,0.09,spiral
obj_0043833,16.02,0.87,1.97,0.12,spiral
obj_0043834,13.74,0.43,2.52,0.49,elliptical
obj_0043835,13.91,0.31,1.91,0.34,elliptical
obj_0043836,15.33,1.21,2.64,0.11,spiral
obj_0043837,15.67,0.82,3.38,0.09,elliptical
obj_0043838,15.36,0.59,2.12,0.18,elliptical
obj_0043839,18.18,0.33,3.13,0.29,spiral
obj_0043840,16.64,0.68,2.56,0.1,elliptical
obj_0043841,16.59,1.23,3.24,0.28,spiral
obj_0043842,15.43,0.58,3.72,0.39,elliptical
obj_0043843,13.91,0.4,2.65,0.46,elliptical
obj_0043844,15.99,0.36,2.66,0.15,elliptical
obj_0043845,18.71,0.17,2.6,0.61,elliptical
obj_0043846,16.34,0.3,3.12,0.01,spiral
obj_0043847,17.67,0.3,2.24,0.12,spiral
obj_0043848,17.86,0.37,4.62,0.1,spiral
obj_0043849,16.84,0.85,2.5,0.03,spiral
obj_0043850,16.33,0.47,2.63,0.11,spiral
obj_0043851,14.52,0.58,2.62,0.21,elliptical
obj_0043852,15.69,0.03,1.42,0.51,spiral
obj_0043853,15.46,0.32,1.58,0.18,spiral
obj_0043854,16.49,0.76,2.97,0.01,elliptical
obj_0043855,13.88,0.34,1.96,0.16,elliptical
obj_0043856,15.19,0.4,3.15,0.1,elliptical
obj_0043857,16.61,0.26,0.75,0.13,elliptical
obj_0043858,14.95,1.02,3.85,0.1,spiral
obj_0043859,14.63,1.24,3.55,0.16,spiral
obj_0043860,14.81,1.04,1.83,0.25,spiral
obj_0043861,15.59,0.48,3.86,0.23,elliptical
obj_0043862,12.43,0.83,2.93,0.0,spiral
obj_0043863,14.88,0.5,1.48,0.48,spiral
obj_0043864,17.43,0.28,2.5,0.03,spiral
obj_0043865,16.49,0.57,1.7,0.03,elliptical
obj_0043866,16.63,0.35,2.09,0.09,spiral
obj_0043867,13.26,0.38,1.39,0.12,elliptical
obj_0043868,15.38,0.61,4.12,0.0,spiral
obj_0043869,15.83,0.85,1.72,0.11,spiral
obj_0043870,16.7,0.8,2.63,0.33,elliptical
obj_0043871,17.67,0.7,2.15,0.11,spiral
obj_0043872,17.43,0.43,2.25,0.03,elliptical
obj_0043873,15.12,0.63,2.28,0.53,spiral
obj_0043874,15.16,0.25,2.41,0.08,spiral
obj_0043875,18.12,0.42,1.61,0.0,spiral
obj_0043876,15.46,0.55,1.59,0.28,spiral
obj_0043877,14.38,0.39,2.55,0.33,spiral
obj_0043878,15.69,0.7,1.4,0.03,spiral
obj_0043879,18.02,0.76,2.4,0.32,elliptical
obj_0043880,14.64,1.03,1.87,0.07,spiral
obj_0043881,15.36,0.69,0.96,0.22,elliptical
obj_0043882,14.7,0.76,2.97,0.24,elliptical
obj_0043883,17.43,0.53,3.02,0.16,spiral
obj_0043884,16.43,1.46,0.98,0.04,spiral
obj_0043885,17.39,1.21,1.79,0.04,spiral
obj_0043886,18.35,0.85,2.24,0.25,elliptical
obj_0043887,13.73,0.02,3.58,0.03,spiral
obj_0043888,14.86,1.18,3.6,0.6,spiral
obj_0043889,15.35,0.23,1.97,0.11,elliptical
obj_0043890,16.1,0.94,3.1,0.04,elliptical
obj_0043891,16.76,0.35,2.13,0.02,elliptical
obj_0043892,15.26,0.72,1.45,0.55,spiral
obj_0043893,14.96,0.37,4.07,0.15,elliptical
obj_0043894,17.43,0.54,1.44,0.09,elliptical
obj_0043895,16.82,0.59,3.0,0.04,spiral
obj_0043896,16.47,0.36,2.71,0.07,elliptical
obj_0043897,12.78,0.59,1.18,0.27,elliptical
obj_0043898,17.81,0.49,1.73,0.02,elliptical
obj_0043899,16.28,0.62,3.07,0.21,spiral
obj_0043900,15.76,-0.02,2.48,0.44,spiral
obj_0043901,14.77,0.59,2.77,0.12,elliptical
obj_0043902,15.05,0.42,2.2,0.31,spiral
obj_0043903,14.66,0.34,3.98,0.15,spiral
obj_0043904,13.0,0.74,1.87,0.03,elliptical
obj_0043905,14.77,0.48,0.96,0.35,spiral
obj_0043906,13.6,0.28,2.18,0.07,spiral
obj_0043907,15.91,1.03,2.98,0.17,elliptical
obj_0043908,14.27,0.75,2.54,0.31,spiral
obj_0043909,17.09,0.58,2.69,0.07,spiral
obj_0043910,13.5,1.04,1.71,0.05,spiral
obj_0043911,17.79,0.41,4.27,0.04,spiral
obj_0043912,17.25,0.69,2.07,0.44,spiral
obj_0043913,14.4,0.93,2.73,0.02,spiral
obj_0043914,15.86,0.65,3.76,0.27,elliptical
obj_0043915,14.72,1.36,0.47,0.36,spiral
obj_0043916,16.87,0.69,2.68,0.02,spiral
obj_0043917,18.7,0.7,2.64,0.27,elliptical
obj_0043918,17.77,0.98,1.87,0.29,elliptical
obj_0043919,14.97,0.76,2.61,0.07,spiral
obj_0043920,16.17,0.67,2.59,0.09,elliptical
obj_0043921,18.28,0.63,2.26,0.28,elliptical
obj_0043922,16.79,0.52,3.04,0.01,elliptical
obj_0043923,17.52,0.04,2.44,0.07,elliptical
obj_0043924,16.98,0.76,2.96,0.05,elliptical
obj_0043925,16.11,0.59,3.28,0.15,elliptical
obj_0043926,15.9,0.25,3.39,0.4,spiral
obj_0043927,14.18,0.4,1.85,0.18,spiral
obj_0043928,14.85,0.35,2.63,0.2,elliptical
obj_0043929,14.65,1.0,1.46,0.02,elliptical
obj_0043930,15.47,0.88,1.75,0.01,spiral
obj_0043931,16.15,1.06,2.25,0.0,spiral
obj_0043932,15.84,0.68,2.5,0.04,elliptical
obj_0043933,16.32,0.86,1.79,0.33,spiral
obj_0043934,17.0,0.75,2.03,0.04,elliptical
obj_0043935,15.38,0.23,2.28,0.0,spiral
obj_0043936,17.11,0.52,1.83,0.02,spiral
obj_0043937,17.71,0.62,3.79,0.29,spiral
obj_0043938,16.62,0.97,3.93,0.22,spiral
obj_0043939,15.18,0.39,1.23,0.09,spiral
obj_0043940,17.42,0.37,3.79,0.07,elliptical
obj_0043941,16.72,0.45,1.23,0.3,spiral
obj_0043942,16.93,0.95,2.39,0.06,spiral
obj_0043943,18.3,0.6,2.45,0.18,spiral
obj_0043944,17.06,0.79,2.25,0.39,spiral
obj_0043945,18.36,0.95,1.86,0.09,spiral
obj_0043946,15.78,0.62,2.17,0.25,spiral
